morphology,replication,time_idx,wcc
sustained,0,265,0.4455375714412198
sustained,0,266,0.4696437497374171
sustained,0,267,0.5894382358883454
sustained,0,268,0.4761252971811219
sustained,0,269,0.5843411961674829
sustained,0,270,0.45082879841374757
sustained,0,271,0.606806179903549
sustained,0,272,0.49614304158481254
sustained,0,273,0.4570412718809077
sustained,0,274,0.4662744480505925
sustained,0,275,0.5172701595428119
sustained,0,276,0.4496182257241894
sustained,0,277,0.5813067973256372
sustained,0,278,0.4600074194124616
sustained,0,279,0.4717451714114834
sustained,0,280,0.5650877562259297
sustained,0,281,0.5239803866123511
sustained,0,282,0.544785315345979
sustained,0,283,0.4675804608148095
sustained,0,284,0.43596514848588186
sustained,0,285,0.5133807768433868
sustained,0,286,0.5797226463350909
sustained,0,287,0.44439055054532295
sustained,0,288,0.5207502759859944
sustained,0,289,0.42663384761299566
sustained,0,290,0.5166709306727026
sustained,0,291,0.525693589870732
sustained,0,292,0.5127348107446664
sustained,0,293,0.4429021801082062
sustained,0,294,0.5447735690396373
sustained,0,295,0.4909949719861472
sustained,0,296,0.5710254200475354
sustained,0,297,0.525845031004161
sustained,0,298,0.40350480772411546
sustained,0,299,0.5396097283668856
sustained,1,0,0.5961062790667896
sustained,1,1,0.4209492913242233
sustained,1,2,0.5364363799435858
sustained,1,3,0.3622360606998675
sustained,1,4,0.5548579735610821
sustained,1,5,0.3896091628774812
sustained,1,6,0.5765435363041623
sustained,1,7,0.4996565236775313
sustained,1,8,0.599610947681141
sustained,1,9,0.46802622862695353
sustained,1,10,0.606502667019931
sustained,1,11,0.4404891168404114
sustained,1,12,0.4842213971885468
sustained,1,13,0.5019460221174376
sustained,1,14,0.5455080271224078
sustained,1,15,0.5341801943361383
sustained,1,16,0.5514323275409256
sustained,1,17,0.6258874706335604
sustained,1,18,0.5212919037338511
sustained,1,19,0.4634021845634963
sustained,1,20,0.4818662810670414
sustained,1,21,0.42040481958942166
sustained,1,22,0.5642924990369326
sustained,1,23,0.4456758650059858
sustained,1,24,0.5332874282064555
sustained,1,25,0.4637018714792679
sustained,1,26,0.4900961739064248
sustained,1,27,0.5841555966480175
sustained,1,28,0.5437921337870723
sustained,1,29,0.4241429554878237
sustained,1,30,0.526167373936876
sustained,1,31,0.444913264446873
sustained,1,32,0.5197154467164918
sustained,1,33,0.546256200972083
sustained,1,34,0.5750154924414053
sustained,1,35,0.5488042170379553
sustained,1,36,0.5457716698084935
sustained,1,37,0.4982826447440843
sustained,1,38,0.5255762760221206
sustained,1,39,0.550244916107052
sustained,1,40,0.4462433305928641
sustained,1,41,0.4653011392932896
sustained,1,42,0.44596274416985104
sustained,1,43,0.5418906748154334
sustained,1,44,0.581872890436359
sustained,1,45,0.5667525654047756
sustained,1,46,0.46486857955958605
sustained,1,47,0.5558064851449062
sustained,1,48,0.47540073623803847
sustained,1,49,0.5079313955414569
sustained,1,50,0.5076081392962474
sustained,1,51,0.5020464515683293
sustained,1,52,0.5172664352675765
sustained,1,53,0.5883479826614385
sustained,1,54,0.4203390302947596
sustained,1,55,0.4767681936832614
sustained,1,56,0.5471482658474
sustained,1,57,0.4818350441093858
sustained,1,58,0.46589799688600125
sustained,1,59,0.5842686141054925
sustained,1,60,0.4865000640933439
sustained,1,61,0.5208987711892438
sustained,1,62,0.4616273172345394
sustained,1,63,0.4600859365913734
sustained,1,64,0.4991541923891106
sustained,1,65,0.5235427346671633
sustained,1,66,0.5513906272867892
sustained,1,67,0.5157529642718164
sustained,1,68,0.48102443390144894
sustained,1,69,0.5517888190553206
sustained,1,70,0.465859291816849
sustained,1,71,0.5132585836849755
sustained,1,72,0.4564733994239698
sustained,1,73,0.5026718919940623
sustained,1,74,0.5199402491487796
sustained,1,75,0.48409407705159624
sustained,1,76,0.47672441981430874
sustained,1,77,0.502181205405716
sustained,1,78,0.5282811306996241
sustained,1,79,0.4620021790233976
sustained,1,80,0.5222229213339835
sustained,1,81,0.5189911870144781
sustained,1,82,0.48916565074119855
sustained,1,83,0.5634987705916195
sustained,1,84,0.5159230767009513
sustained,1,85,0.41312210575468794
sustained,1,86,0.4570145684920819
sustained,1,87,0.5410221022099456
sustained,1,88,0.44413397244422015
sustained,1,89,0.4678052060905681
sustained,1,90,0.551444607729251
sustained,1,91,0.5239849589356655
sustained,1,92,0.5773663955437205
sustained,1,93,0.520598625201252
sustained,1,94,0.4217146435232132
sustained,1,95,0.5125549658228788
sustained,1,96,0.5063848012827811
sustained,1,97,0.5245628299019905
sustained,1,98,0.47830864798292505
sustained,1,99,0.516036617113127
sustained,1,100,0.49447517699168464
sustained,1,101,0.4746286354608763
sustained,1,102,0.6069281697842535
sustained,1,103,0.45087005271763453
sustained,1,104,0.5421201644040524
sustained,1,105,0.49901711727671183
sustained,1,106,0.5019594567710562
sustained,1,107,0.5935459604815032
sustained,1,108,0.5148492969665757
sustained,1,109,0.5820841977238927
sustained,1,110,0.5345691490883141
sustained,1,111,0.5634332754873957
sustained,1,112,0.5659832333386348
sustained,1,113,0.4383925832916372
sustained,1,114,0.43147264926302614
sustained,1,115,0.544203947110651
sustained,1,116,0.40330009684100243
sustained,1,117,0.5055727517783483
sustained,1,118,0.4989675691930489
sustained,1,119,0.557529542083338
sustained,1,120,0.42225429107718215
sustained,1,121,0.4740594356282396
sustained,1,122,0.437400541423563
sustained,1,123,0.5493389681050229
sustained,1,124,0.5483150040298553
sustained,1,125,0.5446767712245424
sustained,1,126,0.523391927963992
sustained,1,127,0.5060940934693005
sustained,1,128,0.4535079440774404
sustained,1,129,0.6178726255918132
sustained,1,130,0.4073305816078206
sustained,1,131,0.49978993665264143
sustained,1,132,0.545119305377571
sustained,1,133,0.4926012203832075
sustained,1,134,0.4950582264754871
sustained,1,135,0.47845843395615045
sustained,1,136,0.4641112001389137
sustained,1,137,0.4471129158368095
sustained,1,138,0.503013115462783
sustained,1,139,0.5011356914250651
sustained,1,140,0.4884875810289118
sustained,1,141,0.4987295766046737
sustained,1,142,0.4507860370868672
sustained,1,143,0.4579085872706617
sustained,1,144,0.4751060469607821
sustained,1,145,0.5460445392261543
sustained,1,146,0.4778250846350339
sustained,1,147,0.4582934394274259
sustained,1,148,0.42538110359009673
sustained,1,149,0.5199609092864165
sustained,1,150,0.5602505752932774
sustained,1,151,0.48761012240671475
sustained,1,152,0.4979158351952379
sustained,1,153,0.39477101415725274
sustained,1,154,0.43491063923350387
sustained,1,155,0.6309018517613407
sustained,1,156,0.5441869128083583
sustained,1,157,0.4473999603547066
sustained,1,158,0.5567502799193318
sustained,1,159,0.5814525842127682
sustained,1,160,0.5078112955970608
sustained,1,161,0.44042867779477946
sustained,1,162,0.4492596762359053
sustained,1,163,0.4866165178318402
sustained,1,164,0.48385100469653913
sustained,1,165,0.41026691836106055
sustained,1,166,0.4803710359477265
sustained,1,167,0.485897328205793
sustained,1,168,0.5432321994282201
sustained,1,169,0.5711295444574793
sustained,1,170,0.5917729754103966
sustained,1,171,0.43825026304972375
sustained,1,172,0.47773051258368227
sustained,1,173,0.4820925722987078
sustained,1,174,0.3991611635536463
sustained,1,175,0.5697585035289825
sustained,1,176,0.4636958533198346
sustained,1,177,0.5858460825880809
sustained,1,178,0.3909572805859635
sustained,1,179,0.5069333272399512
sustained,1,180,0.5517779424018571
sustained,1,181,0.5176472659538673
sustained,1,182,0.5329690874160116
sustained,1,183,0.5414190219571675
sustained,1,184,0.5551962884969563
sustained,1,185,0.4901956472444145
sustained,1,186,0.5291427350755353
sustained,1,187,0.4789430794437814
sustained,1,188,0.5200240735166665
sustained,1,189,0.4736379255298193
sustained,1,190,0.5621805323546913
sustained,1,191,0.6054660391421305
sustained,1,192,0.579258918619028
sustained,1,193,0.5223553849962858
sustained,1,194,0.4447864686363735
sustained,1,195,0.5462626703151259
sustained,1,196,0.5044017079491819
sustained,1,197,0.5522705911854627
sustained,1,198,0.5407046431597602
sustained,1,199,0.4051655715509732
sustained,1,200,0.47426875233560106
sustained,1,201,0.4838217070737547
sustained,1,202,0.4474046363427653
sustained,1,203,0.46303006603379354
sustained,1,204,0.5324466574957726
sustained,1,205,0.4780721347014018
sustained,1,206,0.5404550502915787
sustained,1,207,0.46736387940181445
sustained,1,208,0.48016581463447344
sustained,1,209,0.5268911064526005
sustained,1,210,0.46270525930213974
sustained,1,211,0.4893327935624958
sustained,1,212,0.571103686143206
sustained,1,213,0.4482172894502054
sustained,1,214,0.5765156035677683
sustained,1,215,0.4486091978491123
sustained,1,216,0.4698800440827194
sustained,1,217,0.5395104665440655
sustained,1,218,0.5703653154796283
sustained,1,219,0.5662625174181019
sustained,1,220,0.5876972374455262
sustained,1,221,0.5057989965019507
sustained,1,222,0.5293968853779712
sustained,1,223,0.5557114562986789
sustained,1,224,0.46538200586215345
sustained,1,225,0.48785804708880454
sustained,1,226,0.46807743310090816
sustained,1,227,0.5255229428551297
sustained,1,228,0.5164817258600848
sustained,1,229,0.4746479578831104
sustained,1,230,0.506209905294231
sustained,1,231,0.49535749586589534
sustained,1,232,0.5251398481966352
sustained,1,233,0.5438058464617472
sustained,1,234,0.42377641024726376
sustained,1,235,0.4581609518902741
sustained,1,236,0.512840780884841
sustained,1,237,0.5343273531897985
sustained,1,238,0.5883169303918666
sustained,1,239,0.43333901484371096
sustained,1,240,0.5072159705011219
sustained,1,241,0.5384813829376112
sustained,1,242,0.46066933720801695
sustained,1,243,0.5336096159784166
sustained,1,244,0.47016498529112616
sustained,1,245,0.5103575551225127
sustained,1,246,0.4407862135844879
sustained,1,247,0.4919383146491845
sustained,1,248,0.4399133998968505
sustained,1,249,0.4415054548437882
sustained,1,250,0.5173602421502043
sustained,1,251,0.5000016007464885
sustained,1,252,0.5903871412804259
sustained,1,253,0.48183535228078467
sustained,1,254,0.461222398272979
sustained,1,255,0.5001639523432974
sustained,1,256,0.4885518223443246
sustained,1,257,0.46113664264287046
sustained,1,258,0.3904261398133678
sustained,1,259,0.47303929612180384
sustained,1,260,0.541889864210491
sustained,1,261,0.5109910178336563
sustained,1,262,0.4736436051203712
sustained,1,263,0.48149741284734704
sustained,1,264,0.43900175088237064
sustained,1,265,0.5110954941672987
sustained,1,266,0.49522572187106
sustained,1,267,0.4183978273705246
sustained,1,268,0.4852493150308013
sustained,1,269,0.5431403636888346
sustained,1,270,0.43576043150954424
sustained,1,271,0.5656810827318748
sustained,1,272,0.46969597426061444
sustained,1,273,0.4944799312008684
sustained,1,274,0.4985091406982765
sustained,1,275,0.48814250337780646
sustained,1,276,0.4233760929402721
sustained,1,277,0.5661843387594112
sustained,1,278,0.5058875193313409
sustained,1,279,0.6423589537858118
sustained,1,280,0.4197563224033599
sustained,1,281,0.5079736906239497
sustained,1,282,0.4515723185764169
sustained,1,283,0.5832116706474305
sustained,1,284,0.4659567640109918
sustained,1,285,0.5306121700184978
sustained,1,286,0.530214201296127
sustained,1,287,0.5623470298574161
sustained,1,288,0.4778859077032438
sustained,1,289,0.5229105494880273
sustained,1,290,0.45543466754291945
sustained,1,291,0.4793106053886453
sustained,1,292,0.45510748481255653
sustained,1,293,0.5341703253788953
sustained,1,294,0.465240548293766
sustained,1,295,0.45230974526565415
sustained,1,296,0.5754975602583229
sustained,1,297,0.5073194893167378
sustained,1,298,0.500509495109478
sustained,1,299,0.38917886393424805
sustained,2,0,0.51787065941925
sustained,2,1,0.4964575576037519
sustained,2,2,0.42799305600543475
sustained,2,3,0.511206530903933
sustained,2,4,0.5386324583327823
sustained,2,5,0.594486632023866
sustained,2,6,0.5547749888901087
sustained,2,7,0.586468195095127
sustained,2,8,0.4970172718653375
sustained,2,9,0.5385880026445274
sustained,2,10,0.4557967199600806
sustained,2,11,0.5495050524466739
sustained,2,12,0.5135138944204745
sustained,2,13,0.49750737451342564
sustained,2,14,0.5149982324583949
sustained,2,15,0.41581075877417556
sustained,2,16,0.4674310936911637
sustained,2,17,0.43519587158132905
sustained,2,18,0.5002509853018293
sustained,2,19,0.5100318909356947
sustained,2,20,0.5169571233313055
sustained,2,21,0.47246102596812806
sustained,2,22,0.526453022737853
sustained,2,23,0.5267732473534931
sustained,2,24,0.4671355598904274
sustained,2,25,0.5444835644613187
sustained,2,26,0.5481201257887319
sustained,2,27,0.5891667069362967
sustained,2,28,0.4417056296748254
sustained,2,29,0.5788065422156861
sustained,2,30,0.47640254564143714
sustained,2,31,0.5495513862042335
sustained,2,32,0.4953271096117287
sustained,2,33,0.4937041037713431
sustained,2,34,0.5290872856553221
sustained,2,35,0.42937337271871556
sustained,2,36,0.4609024907340758
sustained,2,37,0.49834913612620974
sustained,2,38,0.4594661095283208
sustained,2,39,0.4464598983885667
sustained,2,40,0.5851640094333571
sustained,2,41,0.4829404149619722
sustained,2,42,0.4324307550805152
sustained,2,43,0.48067614317393936
sustained,2,44,0.5172764024027909
sustained,2,45,0.5553870838045912
sustained,2,46,0.5669332460046039
sustained,2,47,0.5308219769960336
sustained,2,48,0.5281837823168078
sustained,2,49,0.5364231939386598
sustained,2,50,0.5130601992486867
sustained,2,51,0.5779213334922628
sustained,2,52,0.5217886091929959
sustained,2,53,0.5281224414189896
sustained,2,54,0.4513078962077195
sustained,2,55,0.44512457449380527
sustained,2,56,0.463988677158557
sustained,2,57,0.4901277777954888
sustained,2,58,0.5122142495431198
sustained,2,59,0.4595021162677997
sustained,2,60,0.5382591383933726
sustained,2,61,0.36970887552489407
sustained,2,62,0.4456186723016218
sustained,2,63,0.46058522621771536
sustained,2,64,0.4619263279206117
sustained,2,65,0.48852231422595177
sustained,2,66,0.5382668427990551
sustained,2,67,0.48691230019260284
sustained,2,68,0.5659129206126357
sustained,2,69,0.4604936744839179
sustained,2,70,0.6051980185948999
sustained,2,71,0.5199418389556979
sustained,2,72,0.5761778027478315
sustained,2,73,0.563592298318526
sustained,2,74,0.5512890599650739
sustained,2,75,0.4725352925695094
sustained,2,76,0.4813624410017666
sustained,2,77,0.513362266357468
sustained,2,78,0.5411813145885506
sustained,2,79,0.49167661676663676
sustained,2,80,0.4809813128833038
sustained,2,81,0.4413787384370332
sustained,2,82,0.4755480728670131
sustained,2,83,0.5549175496488964
sustained,2,84,0.5038310155223513
sustained,2,85,0.6491101589635699
sustained,2,86,0.4817092067961476
sustained,2,87,0.6119474152086752
sustained,2,88,0.4791013688339715
sustained,2,89,0.4558913723782057
sustained,2,90,0.5103896593668398
sustained,2,91,0.5746700102566178
sustained,2,92,0.5562435765024724
sustained,2,93,0.49307586856806496
sustained,2,94,0.5276446647851394
sustained,2,95,0.507526727502647
sustained,2,96,0.49840577194675484
sustained,2,97,0.4226903729499446
sustained,2,98,0.45935772968368116
sustained,2,99,0.45369803664736896
sustained,2,100,0.5021727162887895
sustained,2,101,0.49871366943096795
sustained,2,102,0.5487024329019516
sustained,2,103,0.5574161089042436
sustained,2,104,0.5445810142350771
sustained,2,105,0.4483301906576158
sustained,2,106,0.3405587144947949
sustained,2,107,0.47949188268523557
sustained,2,108,0.49790984769426866
sustained,2,109,0.4912462519523164
sustained,2,110,0.6046340588274666
sustained,2,111,0.4209459143748338
sustained,2,112,0.5184295821656757
sustained,2,113,0.538869681716452
sustained,2,114,0.5065113090429646
sustained,2,115,0.5787586295312905
sustained,2,116,0.49651451862278556
sustained,2,117,0.5302548434316547
sustained,2,118,0.4461022133957892
sustained,2,119,0.43841893070566695
sustained,2,120,0.5124008334739648
sustained,2,121,0.5052225800121667
sustained,2,122,0.5166851133229775
sustained,2,123,0.5117052475783185
sustained,2,124,0.3776644685493737
sustained,2,125,0.49149304631993346
sustained,2,126,0.5475682743190663
sustained,2,127,0.4585444575263581
sustained,2,128,0.4810195323102761
sustained,2,129,0.44145443354996766
sustained,2,130,0.4384463384933317
sustained,2,131,0.4485109426487189
sustained,2,132,0.49095241452200256
sustained,2,133,0.513411313911231
sustained,2,134,0.516882065807892
sustained,2,135,0.542399702375745
sustained,2,136,0.48842194396914707
sustained,2,137,0.6019886413980632
sustained,2,138,0.4701710453044487
sustained,2,139,0.5087105278144628
sustained,2,140,0.5032585893312872
sustained,2,141,0.46281464472603256
sustained,2,142,0.47775614397373656
sustained,2,143,0.5588419123801502
sustained,2,144,0.4655373207386223
sustained,2,145,0.46838672724803504
sustained,2,146,0.5325382730837148
sustained,2,147,0.5022637514885733
sustained,2,148,0.5154108299621991
sustained,2,149,0.5116122259911293
sustained,2,150,0.5722872010164538
sustained,2,151,0.5516103056656833
sustained,2,152,0.46624522032055155
sustained,2,153,0.5535615432989416
sustained,2,154,0.42161903456411826
sustained,2,155,0.433088064094203
sustained,2,156,0.49374798282891214
sustained,2,157,0.6346999980612066
sustained,2,158,0.4596940666882143
sustained,2,159,0.4224700004077928
sustained,2,160,0.5044328020890493
sustained,2,161,0.5621425046180539
sustained,2,162,0.48310535350257794
sustained,2,163,0.4924985413434468
sustained,2,164,0.5498995805808498
sustained,2,165,0.540876236681418
sustained,2,166,0.4542758920096311
sustained,2,167,0.604227568556406
sustained,2,168,0.45384860816789185
sustained,2,169,0.5210785750193445
sustained,2,170,0.4940979197061744
sustained,2,171,0.47753199409159447
sustained,2,172,0.5216588530532494
sustained,2,173,0.4620739866848102
sustained,2,174,0.4991665709492597
sustained,2,175,0.44560683932052103
sustained,2,176,0.48147237722163494
sustained,2,177,0.4780710543390358
sustained,2,178,0.46414886114633497
sustained,2,179,0.4414532570558547
sustained,2,180,0.5580860339020145
sustained,2,181,0.44152503966169104
sustained,2,182,0.4807655945045578
sustained,2,183,0.44945187475696297
sustained,2,184,0.5990244318247123
sustained,2,185,0.4342519521815267
sustained,2,186,0.4604827106055605
sustained,2,187,0.4355695606777181
sustained,2,188,0.5360791127750605
sustained,2,189,0.4397662471978843
sustained,2,190,0.5686351527162068
sustained,2,191,0.48320478489046986
sustained,2,192,0.45091395994630923
sustained,2,193,0.4813545867287155
sustained,2,194,0.43707508595690814
sustained,2,195,0.4738617732599117
sustained,2,196,0.5700468364869935
sustained,2,197,0.5191228418463761
sustained,2,198,0.5681238366494619
sustained,2,199,0.4492455181934759
sustained,2,200,0.4067073509104341
sustained,2,201,0.4698833724267336
sustained,2,202,0.5503604674844961
sustained,2,203,0.5313423035657274
sustained,2,204,0.5069626743134892
sustained,2,205,0.3969007982950342
sustained,2,206,0.5438066426893384
sustained,2,207,0.49836717528402225
sustained,2,208,0.45742239489629105
sustained,2,209,0.45090114015659083
sustained,2,210,0.4241290336092695
sustained,2,211,0.5284106404717055
sustained,2,212,0.5106604955886734
sustained,2,213,0.4830459064973139
sustained,2,214,0.43028701907976524
sustained,2,215,0.3879809673916518
sustained,2,216,0.42832825950142583
sustained,2,217,0.5143031055487561
sustained,2,218,0.4014330720074103
sustained,2,219,0.45480928177050123
sustained,2,220,0.5646520992357762
sustained,2,221,0.47424103606474
sustained,2,222,0.48748925264974613
sustained,2,223,0.4418820424316712
sustained,2,224,0.5427928217364009
